id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:plant number (from tag or map),field:plant health condition,field:foliage - insect feeding,field:foliage - deformation,field:foliage health comments,field:woody tissue -  structural damage,field:woody tissue - signs of disease,field:woody tissue - insect activity,field:woody tissue - symptoms,field:woody tissues health comments,field:root collar - signs of disease,field:root collar health comments,field:critical root zone (within canopy drip line) - damage or concerns,field:other abnormalities comments,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:dieback percent,field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:number of additional unhealthy trees (of same species) in area (within sight),field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:optional - signs of sap sucker feeding?,field:optional - tree size,field:optional - what 'other factors' were observed?,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:percent canopy affected (%),field:powdery mildew - percent coverage,field:powdery mildew?,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health condition,field:tree health issue,field:tree height total (ft),field:tree number,field:tree number (from google map) if applicable,field:urban tree health condition
363479003,6f361718-0eff-4944-8b7f-ebf8e8f08915,2026-05-20 14:51:42-07:00,2026-05-20,2026-05-20 21:51:42 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 21:55:27 UTC,2026-05-20 21:57:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363479003,https://inaturalist-open-data.s3.amazonaws.com/photos/663495328/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2465998617,-122.3881687443,8,,,,8,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 23-5,Poor,Low,Medium,Stunted,Other,Other,None,Other,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363479183,f72a8e49-4658-48cd-92c9-36789773a822,2026-05-20 14:54:13-07:00,2026-05-20,2026-05-20 21:54:13 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 21:56:21 UTC,2026-05-20 21:56:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363479183,https://inaturalist-open-data.s3.amazonaws.com/photos/663495725/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.246724322,-122.3882239085,3,,,,3,,,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,POT 22-5,Poor,Low,High,Discoloration,Cracking,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363479186,432508f8-ec3d-477c-8b51-57aeac973438,2026-05-20 14:55:27-07:00,2026-05-20,2026-05-20 21:55:27 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 21:56:22 UTC,2026-05-20 21:57:48 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363479186,https://inaturalist-open-data.s3.amazonaws.com/photos/663495735/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.246615681,-122.3882457001,6,,,,6,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 23-6,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363479889,45b7ecda-9fd0-4392-81d2-de32c435c791,2026-05-20 14:57:22-07:00,2026-05-20,2026-05-20 21:57:22 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 21:59:28 UTC,2026-05-20 22:12:49 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363479889,https://inaturalist-open-data.s3.amazonaws.com/photos/663497261/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2467596317,-122.3882351161,5,,,,5,,,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,POT 22-4,Poor,None,High,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363481376,84e8213f-16aa-469f-bb29-4fb598c011b6,2026-05-20 15:01:50-07:00,2026-05-20,2026-05-20 22:01:50 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 22:05:05 UTC,2026-05-20 22:08:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363481376,https://inaturalist-open-data.s3.amazonaws.com/photos/663499967/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2458132486,-122.3874064482,84,,,,84,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 28-1,Poor,Low,Medium,"",Other,Oozing,Exit/Entry Holes,Excess Pitch or Sap,Pitch tubes,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363482339,391f66d3-8bde-43e1-996a-2a0dea2aca75,2026-05-20 15:05:31-07:00,2026-05-20,2026-05-20 22:05:31 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 22:07:49 UTC,2026-05-20 22:10:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363482339,https://inaturalist-open-data.s3.amazonaws.com/photos/663501427/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2460825853,-122.3874572828,203,,,,203,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 28-2,Poor,None,Medium,"",Other,Other,Other,Other,"",Other,"",Other,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363483132,c28616a0-f241-4aeb-a08c-61bc1abb82fb,2026-05-20 15:08:20-07:00,2026-05-20,2026-05-20 22:08:20 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 22:10:35 UTC,2026-05-20 22:12:15 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363483132,https://inaturalist-open-data.s3.amazonaws.com/photos/663502781/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465411586,-122.3881099218,7,,,,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 28-3,Poor,None,Low,"",None,Oozing,Other,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363483780,b29e3309-d44d-463b-9b1b-bdcb847db3df,2026-05-20 15:07:40-07:00,2026-05-20,2026-05-20 22:07:40 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 22:12:50 UTC,2026-05-20 22:15:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363483780,https://inaturalist-open-data.s3.amazonaws.com/photos/663503951/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2461466667,-122.38648,154,,,,154,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 26-1,Fair,Low,Low,"",None,Oozing,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363483930,1eb3f9f4-506d-4af0-bb81-4b4e1ce39433,2026-05-20 15:10:56-07:00,2026-05-20,2026-05-20 22:10:56 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 22:13:27 UTC,2026-05-21 17:53:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/363483930,https://inaturalist-open-data.s3.amazonaws.com/photos/663506784/medium.jpg,,"","",1,0,false,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465669808,-122.388173344,8,,,,8,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,POT 28-4,Poor,None,Low,"",Cracking,Other,Exit/Entry Holes,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363485141,5eb7f0f6-ca0f-459a-b3e3-c5d888185071,2026-05-20 15:15:25-07:00,2026-05-20,2026-05-20 22:15:25 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 22:18:39 UTC,2026-05-20 22:29:38 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363485141,https://inaturalist-open-data.s3.amazonaws.com/photos/663506676/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2464178217,-122.3882263812,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 26-4,Fair,Low,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363485319,1a29bc69-fcdc-44e0-a494-0bdb3514b67d,2026-05-20 15:15:31-07:00,2026-05-20,2026-05-20 22:15:31 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-20 22:19:30 UTC,2026-05-20 22:21:10 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363485319,https://inaturalist-open-data.s3.amazonaws.com/photos/663507080/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465424378,-122.388154126,8,,,,8,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 28-5,Poor,None,Low,"",Cracking,Split Bark,Exit/Entry Holes,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363487579,6965df15-ed68-4522-8cf1-be8a70229b8d,2026-05-20 15:20:42-07:00,2026-05-20,2026-05-20 22:20:42 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 22:29:39 UTC,2026-05-20 22:30:07 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363487579,https://inaturalist-open-data.s3.amazonaws.com/photos/663511911/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.246425,-122.3882533333,10,,,,10,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 26-5,Good,None,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363488400,2653c6d9-d9b5-4145-92c8-c9fe2fb24b35,2026-05-20 15:29:42-07:00,2026-05-20,2026-05-20 22:29:42 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-05-20 22:33:06 UTC,2026-06-02 17:14:16 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363488400,https://inaturalist-open-data.s3.amazonaws.com/photos/671682094/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2463653714,-122.3882117997,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 26-6,Fair,Low,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367786766,18ccef3d-28fa-46b8-b0ff-81aab90792a5,2026-06-02 10:09:29-07:00,2026-06-02,2026-06-02 17:09:29 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-06-02 17:14:16 UTC,2026-06-02 17:14:57 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367786766,https://inaturalist-open-data.s3.amazonaws.com/photos/671682566/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1935416667,-122.326305,55,,,,55,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP 1-6,Fair,Low,Medium,"",None,None,None,None,"",Other,Cracked and peeling of bark,None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367787748,598fdf9e-095b-47ba-9ec7-2396b1df39c7,2026-06-02 10:14:05-07:00,2026-06-02,2026-06-02 17:14:05 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-06-02 17:17:48 UTC,2026-06-02 17:18:24 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367787748,https://inaturalist-open-data.s3.amazonaws.com/photos/671684693/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.193468012,-122.3275656168,2,,,,2,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP 1-5,Fair,Low,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367789531,a11235db-c2cc-4cc7-b023-4514db22cb19,2026-06-02 10:19:06-07:00,2026-06-02,2026-06-02 17:19:06 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-06-02 17:24:17 UTC,2026-06-02 17:24:49 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367789531,https://inaturalist-open-data.s3.amazonaws.com/photos/671688423/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1934916667,-122.3275533333,28,,,,28,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP 1-4,Fair,None,Low,"",None,None,None,None,"",Other,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367790664,42080c9c-8d17-4388-996f-8d9bb26a352b,2026-06-02 10:24:37-07:00,2026-06-02,2026-06-02 17:24:37 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-06-02 17:28:05 UTC,2026-06-02 17:28:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367790664,https://inaturalist-open-data.s3.amazonaws.com/photos/671690722/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.19348844,-122.3275917558,2,,,,2,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP 1-1,Poor,None,Medium,"",Cracking,None,Exit/Entry Holes,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367795084,3bc22773-ca81-49d2-8489-1a340e56a1bc,2026-06-02 10:41:14-07:00,2026-06-02,2026-06-02 17:41:14 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 17:43:47 UTC,2026-06-02 17:51:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367795084,https://inaturalist-open-data.s3.amazonaws.com/photos/671699601/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1934733779,-122.3275943177,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP 1-2,Poor,Low,Low,"",Cracking,Split Bark,None,Bark Loss,"",Other,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367796985,6c82f14e-154a-4d71-b679-3f325dadac15,2026-06-02 10:46:09-07:00,2026-06-02,2026-06-02 17:46:09 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 17:50:14 UTC,2026-06-02 17:55:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367796985,https://inaturalist-open-data.s3.amazonaws.com/photos/671703444/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1934731097,-122.3275453608,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Malus fusca,Pacific Crab Apple,Plantae,77948,WSUP1-3,Poor,Low,Low,"",None,None,None,Epicormic shoots,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367799531,c94a3f48-6f98-443b-acc5-53dd61a0c1b5,2026-06-02 10:50:41-07:00,2026-06-02,2026-06-02 17:50:41 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 17:59:12 UTC,2026-06-02 18:03:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/367799531,https://inaturalist-open-data.s3.amazonaws.com/photos/671708607/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1935188501,-122.3275424349,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 2-6,Fair,Medium,Low,"",None,None,Exit/Entry Holes,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367800521,d2db162d-efc6-4797-b290-1b79c615dc42,2026-06-02 10:55:01-07:00,2026-06-02,2026-06-02 17:55:01 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:02:26 UTC,2026-06-02 18:05:36 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367800521,https://inaturalist-open-data.s3.amazonaws.com/photos/671710499/medium.jpg,,"","",0,0,true,3,"W Pioneer, Puyallup, WA, US",47.1935778413,-122.3274102946,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP2-5,Fair,Low,Low,"",None,None,Exit/Entry Holes,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367802435,f9e82391-cdd2-4715-b380-495787a5fc9f,2026-06-02 10:59:19-07:00,2026-06-02,2026-06-02 17:59:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:08:51 UTC,2026-06-02 19:49:47 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367802435,https://inaturalist-open-data.s3.amazonaws.com/photos/671714093/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.193593261,-122.3274738369,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pinus contorta contorta,Shore Pine,Plantae,80130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367803352,7ac394eb-3a2e-4dc4-a97f-caaaa150f70c,2026-06-02 11:01:29-07:00,2026-06-02,2026-06-02 18:01:29 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:12:05 UTC,2026-06-04 17:33:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367803352,https://inaturalist-open-data.s3.amazonaws.com/photos/671719824/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1936221525,-122.3275468736,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 2-1,Poor,Low,Low,,None,Oozing,Exit/Entry Holes,Excess Pitch or Sap,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367803992,8c8ebecf-7c16-496a-b09c-d19c8cec9175,2026-06-02 11:05:18-07:00,2026-06-02,2026-06-02 18:05:18 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:14:13 UTC,2026-06-02 23:11:08 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367803992,https://inaturalist-open-data.s3.amazonaws.com/photos/671717731/medium.jpg,,"","",0,0,true,3,"McElroy Pl, Puyallup, WA, US",47.1935534802,-122.3275836865,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 2-2,Poor,Low,Low,,Cracking,Lesions,No Selection,Bark Loss,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367806847,a8a7817f-ad0d-4959-816d-a03399ef77d7,2026-06-02 11:09:01-07:00,2026-06-02,2026-06-02 18:09:01 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:24:17 UTC,2026-06-02 23:14:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367806847,https://inaturalist-open-data.s3.amazonaws.com/photos/671723247/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.193563178,-122.3272573191,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 2-3,Fair,Low,Low,,None,None,Exit/Entry Holes,Excess Pitch or Sap,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367807603,d40f053b-c236-43ba-874d-d22465d2ee42,2026-06-02 11:14:19-07:00,2026-06-02,2026-06-02 18:14:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:26:35 UTC,2026-06-02 23:15:48 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367807603,https://inaturalist-open-data.s3.amazonaws.com/photos/671724275/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1931050695,-122.3273083181,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-6,Poor,Low,Medium,,None,None,None,None,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367808212,1b22d257-9bdb-4373-a86c-ac2a191aba58,2026-06-02 11:17:43-07:00,2026-06-02,2026-06-02 18:17:43 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:28:35 UTC,2026-06-02 23:17:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367808212,https://inaturalist-open-data.s3.amazonaws.com/photos/671725815/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1931291351,-122.3273275546,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-5,Fair,Low,Low,,None,Lesions,None,Bark Loss,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367810502,cf755046-dad1-44ad-bfd0-c13dc412e18e,2026-06-02 11:18:44-07:00,2026-06-02,2026-06-02 18:18:44 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:34:57 UTC,2026-06-02 23:18:31 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367810502,https://inaturalist-open-data.s3.amazonaws.com/photos/671729040/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1931655108,-122.3273151281,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Oregon Ash,Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-4,Poor,Low,Medium,,None,None,None,None,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367811025,d1af6f8e-0614-4a34-bed6-380d0145f493,2026-06-02 11:26:15-07:00,2026-06-02,2026-06-02 18:26:15 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:36:45 UTC,2026-06-04 17:40:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367811025,https://inaturalist-open-data.s3.amazonaws.com/photos/671730211/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1931453032,-122.3273707537,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-1,Poor,None,Medium,,Broken,Lesions,None,Bark Loss,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367812473,517d63df-2bc5-443c-a6b8-e6e6590d7fbc,2026-06-02 11:30:51-07:00,2026-06-02,2026-06-02 18:30:51 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:41:47 UTC,2026-06-04 17:41:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/367812473,https://inaturalist-open-data.s3.amazonaws.com/photos/671732950/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1931196812,-122.327340911,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-2,Poor,None,High,,None,None,None,None,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367814163,09891ef5-4396-43d6-9ec8-6b42eec49e2c,2026-06-02 11:34:00-07:00,2026-06-02,2026-06-02 18:34:00 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:46:53 UTC,2026-06-04 17:43:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/367814163,https://inaturalist-open-data.s3.amazonaws.com/photos/671736729/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1934994196,-122.3270766599,42,,,,42,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,WSUP 18-3,Fair,Low,Low,,None,None,None,None,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367817058,b49e0a4c-2086-452b-a71d-bceacf02e31b,2026-06-02 11:37:26-07:00,2026-06-02,2026-06-02 18:37:26 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-02 18:57:04 UTC,2026-06-04 17:45:26 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367817058,https://inaturalist-open-data.s3.amazonaws.com/photos/671741906/medium.jpg,,"","",0,0,true,3,"Puyallup, WA, US",47.1931410752,-122.3274688642,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Populus trichocarpa,black cottonwood,Plantae,78699,WSUP 17-6,Poor,Medium,Low,,None,Other,None,Other,,None,,None,Appears to be going through die-back but not entirely sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
